533817176637964308,150
533817177824821248,33553
533817178852425749,39682
533817180081487872,15171
533833573103566858,45455
533819106063941664,15193
533819993788252160,412
473515919516237855,403
533817181335453701,20299
533817182816043008,10666
473521071211937804,29
533817184208683032,14962
533817186494447617,9237
533817187375251467,15414
552112770380726272,1657
576416902151143424,16
554635530361634816,23
581380012704399362,17758
581739887988965376,12
544913522912395265,3468
533817185345339407,1557
596292071380221952,93
597899280614817930,472